DATASET,SIZE,DIM,SOURCE,TARGET,SPLIT,MEASURE,METHOD,METHOD2,meandiff,p-adj,lower,upper,reject
youtube,16-20,32,deepWalk,TransH,test,Hit@3,source,transformed,0.3799,0.001,0.2879,0.4718,True
lj,121-125,32,deepWalk,TransD,test,Hit@3,source2target,target,0.0137,0.6312,-0.0167,0.0442,False
youtube,16-20,32,node2vec,TransH,test,Hit@3,source,transformed,0.2662,0.001,0.1676,0.3649,True
orkut,351-355,32,deepWalk,DistMult,test,Hit@3,source,transformed,-0.0082,0.5317,-0.024,0.0076,False
orkut,351-355,32,node2vec,DistMult,test,Hit@3,source,transformed,0.0369,0.001,0.0209,0.0528,True
orkut,351-355,32,node2vec,RESCAL,test,Hit@3,source2target,transformed,-0.0666,0.001,-0.0853,-0.0479,True
orkut,351-355,32,deepWalk,TransD,test,Hit@3,source,transformed,-0.0007,0.9,-0.0162,0.0148,False
lj,121-125,32,node2vec,TransD,test,Hit@3,source,transformed,0.011,0.7534,-0.019,0.0409,False
orkut,351-355,32,deepWalk,TransE,test,Hit@3,source,transformed,0.0089,0.6351,-0.011,0.0288,False
lj,121-125,32,node2vec,DistMult,test,Hit@3,source2target,target,-0.0342,0.001,-0.0556,-0.0128,True
orkut,351-355,32,node2vec,TransD,test,Hit@3,source2target,target,-0.0064,0.7057,-0.0225,0.0097,False
lj,121-125,32,deepWalk,RESCAL,test,Hit@3,source,transformed,0.0457,0.0855,-0.0041,0.0955,False
lj,121-125,32,deepWalk,SimplE,test,Hit@3,source2target,target,-0.0355,0.001,-0.048,-0.023,True
lj,121-125,32,node2vec,RESCAL,test,Hit@3,source,transformed,0.0704,0.0023,0.0195,0.1212,True
youtube,16-20,32,deepWalk,DistMult,test,Hit@3,source,transformed,0.0551,0.243,-0.021,0.1313,False
lj,121-125,32,deepWalk,DistMult,test,Hit@3,source2target,target,-0.0359,0.001,-0.0572,-0.0147,True
lj,121-125,32,node2vec,TransH,test,Hit@3,source2target,target,0.0025,0.9,-0.0302,0.0352,False
youtube,16-20,32,deepWalk,TransD,test,Hit@3,source2target,target,0.0186,0.9,-0.0752,0.1124,False
youtube,16-20,32,node2vec,TransD,test,Hit@3,source2target,target,0.0127,0.9,-0.0872,0.1126,False
youtube,16-20,32,deepWalk,SimplE,test,Hit@3,source2target,transformed,0.0967,0.0079,0.019,0.1743,True
lj,111-115,32,node2vec,DistMult,test,Hit@3,source,target,-0.0257,0.003,-0.0446,-0.0067,True
youtube,16-20,32,deepWalk,RESCAL,test,Hit@3,source,transformed,0.0938,0.0259,0.008,0.1795,True
youtube,16-20,32,node2vec,TransE,test,Hit@3,source2target,target,0.0205,0.9,-0.078,0.119,False
lj,101-105,32,deepWalk,DistMult,test,Hit@10,source,target,-0.0654,0.001,-0.1005,-0.0303,True
lj,111-115,32,deepWalk,DistMult,test,Hit@3,source,target,-0.0286,0.001,-0.0468,-0.0103,True
orkut,351-355,32,node2vec,TransE,test,Hit@3,source2target,target,-0.0125,0.2951,-0.0309,0.0059,False
youtube,16-20,32,node2vec,RESCAL,test,Hit@3,source,transformed,0.1142,0.0059,0.025,0.2035,True
lj,101-105,32,node2vec,DistMult,test,Hit@10,source,target,-0.0581,0.001,-0.0934,-0.0227,True
lj,101-105,32,node2vec,RESCAL,test,Hit@10,source,target,0.1129,0.001,0.0534,0.1724,True
lj,111-115,32,node2vec,TransD,test,Hit@3,source,target,0.099,0.001,0.0796,0.1184,True
lj,101-105,32,node2vec,TransH,test,Hit@10,source,target,0.1866,0.001,0.1478,0.2254,True
lj,101-105,32,deepWalk,RESCAL,test,Hit@10,source,target,0.108,0.001,0.0526,0.1633,True
lj,101-105,32,deepWalk,TransH,test,Hit@10,source,target,0.178,0.001,0.1397,0.2163,True
lj,101-105,32,deepWalk,TransE,test,Hit@10,source,target,0.179,0.001,0.1406,0.2174,True
lj,101-105,32,node2vec,SimplE,test,Hit@10,source,target,-0.0572,0.001,-0.0853,-0.0291,True
lj,111-115,32,deepWalk,TransD,test,Hit@3,source,target,0.0924,0.001,0.0711,0.1137,True
lj,91-95,32,deepWalk,TransH,test,MRR,source2target,target,-0.0009,0.9,-0.0355,0.0337,False
lj,101-105,32,node2vec,TransE,test,Hit@10,source,target,0.1834,0.001,0.1448,0.2219,True
lj,91-95,32,node2vec,DistMult,test,MRR,source2target,target,-0.0229,0.001,-0.0376,-0.0083,True
lj,91-95,32,deepWalk,RESCAL,test,MRR,source2target,target,-0.0102,0.9,-0.0525,0.032,False
lj,91-95,32,node2vec,TransH,test,MRR,source2target,target,-0.0007,0.9,-0.0342,0.0327,False
lj,91-95,32,deepWalk,DistMult,test,MRR,source2target,target,-0.0277,0.001,-0.0407,-0.0146,True
orkut,351-355,32,node2vec,SimplE,test,Hit@3,source2target,target,-0.0174,0.0277,-0.0335,-0.0013,True
lj,101-105,32,deepWalk,SimplE,test,Hit@10,source,target,-0.0645,0.001,-0.1,-0.0291,True
lj,91-95,32,deepWalk,SimplE,test,MRR,source2target,target,-0.0265,0.001,-0.0436,-0.0094,True
lj,91-95,32,node2vec,TransD,test,MRR,source2target,target,0.0078,0.9,-0.0254,0.041,False
lj,91-95,32,deepWalk,TransE,test,MRR,source2target,target,-0.0009,0.9,-0.0338,0.032,False
lj,111-115,32,deepWalk,TransE,test,Hit@3,source,target,0.085,0.001,0.0639,0.1061,True
lj,91-95,32,node2vec,TransE,test,MRR,source2target,target,-0.0006,0.9,-0.0352,0.0341,False
lj,91-95,32,deepWalk,TransD,test,MRR,source2target,target,0.0086,0.9,-0.0247,0.0419,False
lj,91-95,32,node2vec,RESCAL,test,MRR,source2target,target,0.0016,0.9,-0.0398,0.043,False
lj,91-95,32,node2vec,SimplE,test,MRR,source2target,target,-0.0218,0.0108,-0.04,-0.0037,True
lj,111-115,32,deepWalk,SimplE,test,Hit@3,source,target,-0.0297,0.001,-0.0478,-0.0117,True
orkut,351-355,32,deepWalk,RESCAL,test,Hit@3,source2target,target,-0.0489,0.001,-0.0685,-0.0293,True
lj,101-105,32,deepWalk,TransD,test,Hit@10,source,target,0.2076,0.001,0.1698,0.2455,True
lj,101-105,32,node2vec,TransD,test,Hit@10,source,target,0.1991,0.001,0.1586,0.2396,True
lj,111-115,32,node2vec,TransE,test,Hit@3,source,target,0.0931,0.001,0.0709,0.1153,True
lj,111-115,32,deepWalk,TransH,test,Hit@3,source,target,0.0867,0.001,0.0653,0.1081,True
lj,121-125,32,deepWalk,TransH,test,Hit@3,source2target,target,0.0075,0.9,-0.0249,0.0399,False
lj,111-115,32,node2vec,SimplE,test,Hit@3,source,target,-0.0269,0.001,-0.0394,-0.0144,True
orkut,351-355,32,deepWalk,SimplE,test,Hit@3,source2target,target,-0.0259,0.001,-0.0407,-0.011,True
lj,121-125,32,node2vec,TransE,test,Hit@3,source2target,target,0.0011,0.9,-0.0296,0.0318,False
lj,121-125,32,deepWalk,TransE,test,Hit@3,source2target,target,0.0004,0.9,-0.0311,0.0319,False
orkut,351-355,32,node2vec,TransH,test,Hit@3,source2target,target,-0.0134,0.2229,-0.0315,0.0047,False
lj,111-115,32,node2vec,TransH,test,Hit@3,source,target,0.0915,0.001,0.0684,0.1145,True
lj,111-115,32,node2vec,RESCAL,test,Hit@3,source,transformed,0.0421,0.0023,0.0116,0.0725,True
youtube,16-20,32,deepWalk,TransE,test,Hit@3,source2target,target,0.0234,0.9,-0.071,0.1178,False
lj,121-125,32,node2vec,SimplE,test,Hit@3,source2target,target,-0.0337,0.001,-0.0462,-0.0213,True
orkut,351-355,32,deepWalk,TransH,test,Hit@3,source2target,target,-0.0324,0.001,-0.0521,-0.0127,True
lj,111-115,32,deepWalk,RESCAL,test,Hit@3,source,target,0.058,0.001,0.027,0.0891,True
youtube,16-20,32,node2vec,SimplE,test,Hit@3,source2target,target,0.0365,0.5613,-0.0366,0.1097,False
youtube,16-20,32,node2vec,DistMult,test,Hit@3,source2target,target,0.0288,0.7247,-0.0457,0.1032,False
youtube,16-20,32,deepWalk,TransH,test,Hit@3,source2target,target,0.0211,0.9,-0.0708,0.1131,False
lj,121-125,32,deepWalk,TransD,test,Hit@3,source2target,transformed,-0.0829,0.001,-0.1134,-0.0525,True
youtube,16-20,32,node2vec,TransH,test,Hit@3,source2target,target,0.0109,0.9,-0.0878,0.1095,False
orkut,351-355,32,deepWalk,DistMult,test,Hit@3,source2target,target,-0.0266,0.001,-0.0423,-0.0108,True
orkut,351-355,32,node2vec,DistMult,test,Hit@3,source2target,target,-0.0181,0.0192,-0.034,-0.0021,True
orkut,351-355,32,node2vec,RESCAL,test,Hit@3,target,transformed,-0.0064,0.7881,-0.0251,0.0123,False
orkut,351-355,32,deepWalk,TransD,test,Hit@3,source2target,target,-0.0089,0.4475,-0.0244,0.0066,False
lj,121-125,32,node2vec,TransD,test,Hit@3,source2target,target,0.0181,0.4043,-0.0119,0.048,False
orkut,351-355,32,deepWalk,TransE,test,Hit@3,source2target,target,-0.0288,0.0013,-0.0487,-0.0089,True
lj,121-125,32,node2vec,DistMult,test,Hit@3,source2target,transformed,0.0497,0.001,0.0283,0.0711,True
orkut,351-355,32,node2vec,TransD,test,Hit@3,source2target,transformed,-0.057,0.001,-0.0731,-0.0409,True
lj,121-125,32,deepWalk,RESCAL,test,Hit@3,source2target,target,-0.0247,0.5667,-0.0745,0.0251,False
lj,121-125,32,deepWalk,SimplE,test,Hit@3,source2target,transformed,-0.0339,0.001,-0.0463,-0.0214,True
lj,121-125,32,node2vec,RESCAL,test,Hit@3,source2target,target,-0.0246,0.5843,-0.0754,0.0263,False
youtube,16-20,32,deepWalk,DistMult,test,Hit@3,source2target,target,0.0465,0.3944,-0.0297,0.1226,False
lj,121-125,32,deepWalk,DistMult,test,Hit@3,source2target,transformed,0.0878,0.001,0.0665,0.109,True
lj,121-125,32,node2vec,TransH,test,Hit@3,source2target,transformed,-0.0567,0.001,-0.0894,-0.024,True
youtube,16-20,32,deepWalk,TransD,test,Hit@3,source2target,transformed,0.1017,0.0276,0.0079,0.1955,True
youtube,16-20,32,node2vec,TransD,test,Hit@3,source2target,transformed,0.099,0.0533,-0.001,0.1989,False
youtube,16-20,32,deepWalk,SimplE,test,Hit@3,target,transformed,0.0424,0.493,-0.0352,0.1201,False
lj,111-115,32,node2vec,DistMult,test,Hit@3,source,transformed,0.0774,0.001,0.0585,0.0964,True
youtube,16-20,32,deepWalk,RESCAL,test,Hit@3,source2target,target,0.0386,0.6329,-0.0472,0.1243,False
youtube,16-20,32,node2vec,TransE,test,Hit@3,source2target,transformed,0.0975,0.0534,-0.001,0.196,False
lj,101-105,32,deepWalk,DistMult,test,Hit@10,source,transformed,0.1259,0.001,0.0908,0.161,True
lj,111-115,32,deepWalk,DistMult,test,Hit@3,source,transformed,0.0718,0.001,0.0535,0.09,True
orkut,351-355,32,node2vec,TransE,test,Hit@3,source2target,transformed,-0.0662,0.001,-0.0846,-0.0478,True
youtube,16-20,32,node2vec,RESCAL,test,Hit@3,source2target,target,0.0414,0.6127,-0.0479,0.1307,False
lj,101-105,32,node2vec,DistMult,test,Hit@10,source,transformed,0.1099,0.001,0.0746,0.1453,True
lj,101-105,32,node2vec,RESCAL,test,Hit@10,source,transformed,0.0628,0.0341,0.0033,0.1223,True
lj,101-105,32,node2vec,RESCAL,test,Hit@10,source2target,target,-0.0071,0.9,-0.0666,0.0524,False
youtube,16-20,32,node2vec,TransD,test,Hit@3,target,transformed,0.0862,0.1176,-0.0137,0.1861,False
lj,101-105,32,node2vec,DistMult,test,Hit@10,source2target,target,-0.0581,0.001,-0.0934,-0.0227,True
lj,121-125,32,deepWalk,SimplE,test,Hit@3,target,transformed,0.0016,0.9,-0.0108,0.0141,False
lj,121-125,32,node2vec,RESCAL,test,Hit@3,source2target,transformed,-0.0214,0.6742,-0.0723,0.0294,False
lj,121-125,32,node2vec,TransH,test,Hit@3,target,transformed,-0.0592,0.001,-0.0919,-0.0265,True
youtube,16-20,32,deepWalk,DistMult,test,Hit@3,source2target,transformed,0.0551,0.243,-0.021,0.1313,False
lj,121-125,32,deepWalk,DistMult,test,Hit@3,target,transformed,0.1237,0.001,0.1025,0.1449,True
lj,121-125,32,deepWalk,RESCAL,test,Hit@3,source2target,transformed,-0.0467,0.0758,-0.0965,0.0032,False
youtube,16-20,32,node2vec,TransE,test,Hit@3,target,transformed,0.077,0.1828,-0.0215,0.1755,False
orkut,351-355,32,deepWalk,DistMult,test,Hit@3,source2target,transformed,-0.0082,0.53,-0.024,0.0076,False
lj,111-115,32,deepWalk,DistMult,test,Hit@3,source2target,target,-0.0286,0.001,-0.0468,-0.0103,True
orkut,351-355,32,deepWalk,TransE,test,Hit@3,source2target,transformed,-0.0811,0.001,-0.101,-0.0612,True
lj,121-125,32,node2vec,TransD,test,Hit@3,source2target,transformed,-0.0811,0.001,-0.111,-0.0512,True
orkut,351-355,32,node2vec,TransD,test,Hit@3,target,transformed,-0.0505,0.001,-0.0667,-0.0344,True
youtube,16-20,32,deepWalk,TransD,test,Hit@3,target,transformed,0.0832,0.1024,-0.0106,0.177,False
lj,121-125,32,node2vec,DistMult,test,Hit@3,target,transformed,0.0839,0.001,0.0625,0.1053,True
orkut,351-355,32,node2vec,DistMult,test,Hit@3,source2target,transformed,0.0369,0.001,0.021,0.0529,True
orkut,351-355,32,node2vec,TransE,test,Hit@3,target,transformed,-0.0537,0.001,-0.072,-0.0353,True
lj,111-115,32,node2vec,DistMult,test,Hit@3,source2target,target,-0.0257,0.003,-0.0446,-0.0067,True
orkut,351-355,32,deepWalk,TransD,test,Hit@3,source2target,transformed,-0.0617,0.001,-0.0772,-0.0462,True
youtube,16-20,32,node2vec,RESCAL,test,Hit@3,source2target,transformed,0.1022,0.0175,0.013,0.1915,True
youtube,16-20,32,deepWalk,RESCAL,test,Hit@3,source2target,transformed,0.0699,0.1539,-0.0159,0.1556,False
lj,101-105,32,deepWalk,DistMult,test,Hit@10,source2target,target,-0.0654,0.001,-0.1005,-0.0303,True
youtube,16-20,32,deepWalk,SimplE,test,Hit@1,source,source2target,0.0,0.9,-0.0164,0.0164,False
lj,121-125,32,deepWalk,TransD,test,Hit@3,target,transformed,-0.0967,0.001,-0.1271,-0.0662,True
youtube,16-20,32,node2vec,SimplE,test,Hit@3,source2target,transformed,0.0647,0.1037,-0.0084,0.1379,False
youtube,16-20,32,deepWalk,TransH,test,Hit@3,source2target,transformed,0.0972,0.0335,0.0053,0.1892,True
youtube,16-20,32,deepWalk,TransE,test,Hit@3,source2target,transformed,0.1086,0.0169,0.0142,0.203,True
lj,111-115,32,node2vec,RESCAL,test,Hit@3,source2target,target,-0.0002,0.9,-0.0306,0.0303,False
orkut,351-355,32,deepWalk,TransH,test,Hit@3,source2target,transformed,-0.0848,0.001,-0.1045,-0.0651,True
lj,121-125,32,node2vec,SimplE,test,Hit@3,source2target,transformed,-0.0341,0.001,-0.0465,-0.0216,True
youtube,16-20,32,node2vec,DistMult,test,Hit@3,source2target,transformed,0.0852,0.0177,0.0107,0.1596,True
lj,111-115,32,deepWalk,RESCAL,test,Hit@3,source,transformed,0.0431,0.0022,0.012,0.0741,True
orkut,351-355,32,node2vec,TransH,test,Hit@3,source2target,transformed,-0.0674,0.001,-0.0855,-0.0493,True
lj,111-115,32,node2vec,TransH,test,Hit@3,source,transformed,0.0835,0.001,0.0605,0.1066,True
lj,111-115,32,deepWalk,TransH,test,Hit@3,source,transformed,0.0018,0.9,-0.0196,0.0231,False
lj,111-115,32,node2vec,TransE,test,Hit@3,source,transformed,0.0666,0.001,0.0444,0.0888,True
lj,121-125,32,deepWalk,TransH,test,Hit@3,source2target,transformed,-0.061,0.001,-0.0934,-0.0286,True
lj,121-125,32,deepWalk,TransE,test,Hit@3,source2target,transformed,-0.0653,0.001,-0.0968,-0.0338,True
lj,101-105,32,deepWalk,TransD,test,Hit@10,source,transformed,0.031,0.1507,-0.0069,0.0688,False
lj,111-115,32,deepWalk,SimplE,test,Hit@3,source,transformed,0.0623,0.001,0.0442,0.0804,True
orkut,351-355,32,deepWalk,RESCAL,test,Hit@3,source2target,transformed,-0.0674,0.001,-0.0871,-0.0478,True
orkut,351-355,32,node2vec,RESCAL,test,Hit@1,source,source2target,0.039,0.001,0.0287,0.0493,True
lj,91-95,32,node2vec,SimplE,test,MRR,source2target,transformed,0.0969,0.001,0.0788,0.1151,True
orkut,351-355,32,deepWalk,SimplE,test,Hit@3,source2target,transformed,-0.0102,0.2839,-0.025,0.0046,False
lj,91-95,32,node2vec,RESCAL,test,MRR,source2target,transformed,-0.0273,0.3247,-0.0686,0.0141,False
lj,91-95,32,deepWalk,TransD,test,MRR,source2target,transformed,-0.0914,0.001,-0.1247,-0.0581,True
lj,121-125,32,node2vec,TransE,test,Hit@3,source2target,transformed,-0.073,0.001,-0.1037,-0.0423,True
lj,91-95,32,node2vec,TransE,test,MRR,source2target,transformed,-0.0128,0.749,-0.0475,0.0218,False
lj,111-115,32,deepWalk,TransE,test,Hit@3,source,transformed,-0.0009,0.9,-0.022,0.0202,False
lj,91-95,32,deepWalk,TransE,test,MRR,source2target,transformed,-0.1105,0.001,-0.1434,-0.0777,True
lj,91-95,32,deepWalk,SimplE,test,MRR,source2target,transformed,0.087,0.001,0.0699,0.1041,True
lj,91-95,32,node2vec,TransD,test,MRR,source2target,transformed,-0.0971,0.001,-0.1303,-0.0639,True
lj,111-115,32,node2vec,SimplE,test,Hit@3,source,transformed,-0.0225,0.001,-0.035,-0.01,True
lj,101-105,32,deepWalk,SimplE,test,Hit@10,source,transformed,0.1321,0.001,0.0967,0.1676,True
lj,101-105,32,node2vec,TransD,test,Hit@10,source,transformed,0.0304,0.2138,-0.0101,0.0709,False
orkut,351-355,32,node2vec,SimplE,test,Hit@3,source2target,transformed,0.0376,0.001,0.0215,0.0537,True
lj,91-95,32,deepWalk,DistMult,test,MRR,source2target,transformed,0.0164,0.007,0.0033,0.0294,True
lj,91-95,32,node2vec,TransH,test,MRR,source2target,transformed,-0.1098,0.001,-0.1433,-0.0764,True
lj,91-95,32,deepWalk,RESCAL,test,MRR,source2target,transformed,-0.0411,0.0599,-0.0834,0.0011,False
lj,111-115,32,deepWalk,TransD,test,Hit@3,source,transformed,0.0138,0.3387,-0.0075,0.0352,False
lj,91-95,32,node2vec,DistMult,test,MRR,source2target,transformed,0.029,0.001,0.0144,0.0437,True
lj,101-105,32,node2vec,SimplE,test,Hit@10,source,transformed,-0.0899,0.001,-0.118,-0.0618,True
lj,101-105,32,node2vec,TransE,test,Hit@10,source,transformed,0.1387,0.001,0.1001,0.1772,True
lj,91-95,32,deepWalk,TransH,test,MRR,source2target,transformed,-0.0934,0.001,-0.128,-0.0588,True
lj,101-105,32,deepWalk,TransH,test,Hit@10,source,transformed,0.1023,0.001,0.0639,0.1406,True
lj,101-105,32,node2vec,TransH,test,Hit@10,source,transformed,0.0057,0.9,-0.0332,0.0445,False
lj,101-105,32,deepWalk,TransE,test,Hit@10,source,transformed,0.068,0.001,0.0296,0.1064,True
lj,101-105,32,deepWalk,RESCAL,test,Hit@10,source,transformed,0.067,0.0103,0.0117,0.1224,True
lj,111-115,32,node2vec,TransD,test,Hit@3,source,transformed,0.0208,0.0305,0.0014,0.0401,True
lj,101-105,32,node2vec,RESCAL,test,Hit@10,source2target,transformed,-0.0572,0.0647,-0.1167,0.0023,False
lj,101-105,32,node2vec,DistMult,test,Hit@10,source2target,transformed,0.11,0.001,0.0746,0.1453,True
lj,121-125,32,deepWalk,SimplE,test,Hit@1,source,source2target,0.0001,0.9,-0.0061,0.0064,False
youtube,16-20,32,node2vec,TransH,test,Hit@3,source2target,transformed,0.0955,0.0617,-0.0031,0.1942,False
youtube,16-20,32,node2vec,TransD,test,Hit@1,source,source2target,0.1195,0.001,0.0437,0.1953,True
lj,121-125,32,node2vec,RESCAL,test,Hit@3,target,transformed,0.0032,0.9,-0.0477,0.054,False
youtube,16-20,32,node2vec,TransE,test,Hit@1,source,source2target,0.1378,0.001,0.0579,0.2176,True
lj,111-115,32,deepWalk,DistMult,test,Hit@3,source2target,transformed,0.0718,0.001,0.0535,0.09,True
orkut,351-355,32,deepWalk,DistMult,test,Hit@3,target,transformed,0.0184,0.015,0.0026,0.0341,True
lj,121-125,32,node2vec,TransD,test,Hit@3,target,transformed,-0.0992,0.001,-0.1291,-0.0692,True
orkut,351-355,32,deepWalk,TransE,test,Hit@3,target,transformed,-0.0523,0.001,-0.0721,-0.0324,True
youtube,16-20,32,deepWalk,DistMult,test,Hit@3,target,transformed,0.0086,0.9,-0.0675,0.0848,False
lj,121-125,32,deepWalk,RESCAL,test,Hit@3,target,transformed,-0.022,0.6462,-0.0718,0.0279,False
orkut,351-355,32,node2vec,DistMult,test,Hit@3,target,transformed,0.055,0.001,0.039,0.0709,True
lj,121-125,32,deepWalk,DistMult,test,Hit@1,source,source2target,0.0001,0.9,-0.0152,0.0154,False
lj,121-125,32,node2vec,TransH,test,Hit@1,source,source2target,0.0584,0.001,0.0335,0.0833,True
youtube,16-20,32,deepWalk,TransD,test,Hit@1,source,source2target,0.1545,0.001,0.0781,0.231,True
orkut,351-355,32,deepWalk,TransD,test,Hit@3,target,transformed,-0.0527,0.001,-0.0682,-0.0372,True
lj,121-125,32,node2vec,DistMult,test,Hit@1,source,source2target,0.0,0.9,-0.0128,0.0128,False
youtube,16-20,32,node2vec,RESCAL,test,Hit@3,target,transformed,0.0608,0.2947,-0.0285,0.1501,False
lj,111-115,32,node2vec,DistMult,test,Hit@3,source2target,transformed,0.0774,0.001,0.0585,0.0964,True
orkut,351-355,32,node2vec,TransE,test,Hit@1,source,source2target,0.0383,0.001,0.0227,0.0538,True
youtube,16-20,32,deepWalk,RESCAL,test,Hit@3,target,transformed,0.0313,0.7564,-0.0545,0.117,False
lj,101-105,32,deepWalk,DistMult,test,Hit@10,source2target,transformed,0.1259,0.001,0.0908,0.161,True
youtube,16-20,32,deepWalk,SimplE,test,Hit@1,source,target,0.0,0.9,-0.0164,0.0164,False
lj,121-125,32,deepWalk,TransD,test,Hit@1,source,source2target,0.0493,0.001,0.0281,0.0704,True
youtube,16-20,32,node2vec,SimplE,test,Hit@3,target,transformed,0.0282,0.7267,-0.045,0.1014,False
lj,111-115,32,node2vec,RESCAL,test,Hit@3,source2target,transformed,-0.0156,0.5428,-0.046,0.0148,False
youtube,16-20,32,deepWalk,TransE,test,Hit@3,target,transformed,0.0852,0.0932,-0.0092,0.1796,False
lj,121-125,32,node2vec,SimplE,test,Hit@3,target,transformed,-0.0004,0.9,-0.0128,0.0121,False
orkut,351-355,32,deepWalk,TransH,test,Hit@3,target,transformed,-0.0524,0.001,-0.0721,-0.0327,True
orkut,351-355,32,node2vec,TransH,test,Hit@3,target,transformed,-0.054,0.001,-0.0721,-0.0359,True
lj,111-115,32,node2vec,TransE,test,Hit@3,source2target,target,-0.0012,0.9,-0.0234,0.021,False
lj,111-115,32,node2vec,TransH,test,Hit@3,source2target,target,-0.0003,0.9,-0.0234,0.0228,False
lj,111-115,32,deepWalk,TransH,test,Hit@3,source2target,target,0.0003,0.9,-0.021,0.0217,False
orkut,351-355,32,node2vec,RESCAL,test,Hit@1,source,target,0.0142,0.0024,0.0039,0.0245,True
orkut,351-355,32,deepWalk,SimplE,test,Hit@3,target,transformed,0.0156,0.0339,0.0008,0.0305,True
lj,91-95,32,node2vec,SimplE,test,MRR,target,transformed,0.1188,0.001,0.1006,0.1369,True
lj,121-125,32,node2vec,TransE,test,Hit@3,target,transformed,-0.0742,0.001,-0.1049,-0.0435,True
lj,91-95,32,node2vec,RESCAL,test,MRR,target,transformed,-0.0289,0.2747,-0.0702,0.0125,False
lj,111-115,32,deepWalk,TransE,test,Hit@3,source2target,target,0.001,0.9,-0.0201,0.0221,False
lj,91-95,32,deepWalk,TransE,test,MRR,target,transformed,-0.1096,0.001,-0.1425,-0.0767,True
lj,111-115,32,node2vec,SimplE,test,Hit@3,source2target,target,-0.0269,0.001,-0.0394,-0.0144,True
orkut,351-355,32,node2vec,SimplE,test,Hit@3,target,transformed,0.055,0.001,0.039,0.0711,True
lj,101-105,32,node2vec,TransD,test,Hit@10,source2target,target,0.0203,0.5599,-0.0202,0.0608,False
lj,91-95,32,deepWalk,RESCAL,test,MRR,target,transformed,-0.0309,0.2363,-0.0731,0.0114,False
lj,91-95,32,deepWalk,DistMult,test,MRR,target,transformed,0.044,0.001,0.031,0.0571,True
